Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled  by Customer,Reason for Cancelling by Customer,Cancelled Rides by Driver,Reason for Cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating
04/01/2024,9:00:00,CNR3684497,Cancelled by Customer,328960,Prime Plus,Area-43,Area-29,,,1,Driver asked to cancel,0,,0,,,,,,
02/01/2024,0:00:00,CNR4122571,Success,427677,Bike,Area-4,Area-23,9.28,22.44,0,,0,,0,,1518.59,Wallet,33.1,3.5,3.2
01/01/2024,12:00:00,CNR5769531,Success,315658,Prime Plus,Area-41,Area-47,3.92,20.62,0,,0,,0,,424.05,UPI,35.39,3.4,3.4
30/01/2024,8:00:00,CNR1171108,Success,204605,Prime Plus,Area-25,Area-35,13.02,16.02,0,,0,,0,,1843.75,Wallet,38.69,4.5,3.4
19/01/2024,6:00:00,CNR6237455,Success,831157,Prime Sedan,Area-42,Area-32,9.26,28.72,0,,0,,0,,871.16,Cash,31.61,4.2,4.5
05/01/2024,15:00:00,CNR9632585,Cancelled by Customer,816922,eBike,Area-26,Area-8,,,1,Change of plans,0,,0,,,,,,
03/01/2024,3:00:00,CNR2664192,Cancelled by Driver,458396,Prime Plus,Area-27,Area-40,,,0,,1,The customer was coughing/sick,0,,,,,,
19/01/2024,14:00:00,CNR2777425,Success,481948,Prime SUV,Area-19,Area-16,8.4,18.34,0,,0,,0,,1586.54,Card,16.11,4.2,4.7
02/01/2024,18:00:00,CNR6777699,Cancelled by Driver,131904,eBike,Area-34,Area-16,,,0,,1,Customer related issue,0,,,,,,
28/01/2024,20:00:00,CNR2766833,Cancelled by Driver,120180,Prime Sedan,Area-35,Area-8,,,0,,1,Personal & Car related issues,0,,,,,,
06/01/2024,9:00:00,CNR1195309,Success,857342,Bike,Area-26,Area-46,9.27,26.45,0,,0,,0,,1912.69,Cash,42.53,4.5,3
18/01/2024,12:00:00,CNR7141017,Success,928150,Bike,Area-10,Area-47,13.93,18.38,0,,0,,0,,1691.38,Wallet,1.4,4.1,4.5
25/01/2024,2:00:00,CNR7396436,Success,756629,Bike,Area-16,Area-16,18.53,26.46,0,,0,,0,,1448.24,Cash,32.11,3.6,4
04/01/2024,16:00:00,CNR2513207,Incomplete,499364,Prime Sedan,Area-34,Area-50,,,0,,0,,1,Customer Demand,,,,,
10/01/2024,8:00:00,CNR6590714,Success,643879,Bike,Area-44,Area-2,19.49,21.29,0,,0,,0,,1879.24,UPI,11.21,3.5,4.8
06/01/2024,16:00:00,CNR4577877,Success,398831,Prime SUV,Area-50,Area-26,10.4,4.95,0,,0,,0,,333.12,UPI,12.88,4.1,3.2
29/01/2024,14:00:00,CNR8765879,Cancelled by Driver,509083,eBike,Area-23,Area-31,,,0,,1,More than permitted people in there,0,,,,,,
10/01/2024,2:00:00,CNR0382191,Success,524342,Auto,Area-5,Area-23,5.12,9.67,0,,0,,0,,299.11,Cash,41.87,4.4,3.2
28/01/2024,22:00:00,CNR7160745,Success,113067,eBike,Area-29,Area-23,2.35,14.94,0,,0,,0,,1203.61,Cash,31.48,3.3,3.6
23/01/2024,5:00:00,CNR4775289,Incomplete,898788,Mini,Area-3,Area-8,,,0,,0,,1,Customer Demand,,,,,
17/01/2024,14:00:00,CNR0983820,Success,104167,Prime Sedan,Area-39,Area-35,12.34,22.87,0,,0,,0,,1184.82,Card,7.08,3.7,3.4
03/01/2024,21:00:00,CNR5739231,Success,890855,Prime Sedan,Area-27,Area-15,2.5,25.29,0,,0,,0,,266.02,Wallet,4.3,3.1,4.4
13/01/2024,10:00:00,CNR7190118,Success,508955,Prime Sedan,Area-7,Area-9,7.2,19.27,0,,0,,0,,133.24,Cash,26.26,4.7,4.2
19/01/2024,1:00:00,CNR4607087,Success,623084,Bike,Area-23,Area-41,19.09,20.01,0,,0,,0,,1167.09,Wallet,47.47,4.4,4.1
20/01/2024,2:00:00,CNR4328804,Cancelled by Customer,388394,Prime Plus,Area-31,Area-27,,,1,AC is not working,0,,0,,,,,,
05/01/2024,23:00:00,CNR8623159,Cancelled by Driver,338779,Prime Plus,Area-16,Area-15,,,0,,1,More than permitted people in there,0,,,,,,
08/01/2024,4:00:00,CNR6377697,Success,935997,Prime Plus,Area-9,Area-7,12.62,23.47,0,,0,,0,,1804.58,Wallet,4.83,3.1,5
30/01/2024,20:00:00,CNR6694925,Success,625864,Prime SUV,Area-28,Area-34,4.24,26.55,0,,0,,0,,686.23,Card,49.99,4,3.8
08/01/2024,9:00:00,CNR3007634,Success,513337,Prime Sedan,Area-32,Area-30,14.58,26,0,,0,,0,,842.98,Wallet,36.62,3.3,3.2
09/01/2024,11:00:00,CNR9246377,Cancelled by Driver,751353,Prime SUV,Area-9,Area-50,,,0,,1,Customer related issue,0,,,,,,
30/01/2024,13:00:00,CNR3613942,Cancelled by Driver,530213,eBike,Area-15,Area-41,,,0,,1,Personal & Car related issues,0,,,,,,
12/01/2024,8:00:00,CNR2900602,Success,682413,Bike,Area-40,Area-19,9.65,9.72,0,,0,,0,,401.55,Card,46.37,4.2,4.1
05/01/2024,1:00:00,CNR1461604,Cancelled by Customer,882623,Mini,Area-32,Area-44,,,1,Driver asked to cancel,0,,0,,,,,,
06/01/2024,18:00:00,CNR5305470,Success,981812,Mini,Area-10,Area-7,10.8,13.67,0,,0,,0,,1615.3,UPI,10.53,4.9,4
26/01/2024,9:00:00,CNR2412587,Success,336478,Bike,Area-42,Area-47,13.79,6.68,0,,0,,0,,62.53,Cash,35.94,4.9,4.6
07/01/2024,4:00:00,CNR2864781,Success,775318,Prime SUV,Area-32,Area-11,9.15,2.26,0,,0,,0,,133.72,UPI,19.24,3.4,3.4
07/01/2024,5:00:00,CNR9318451,Success,258750,Prime SUV,Area-36,Area-39,12.99,25.86,0,,0,,0,,1897.74,Wallet,27.7,3.5,4.8
20/01/2024,19:00:00,CNR2655735,Success,723461,Prime Plus,Area-9,Area-21,7.67,2.89,0,,0,,0,,235.02,Cash,8.95,4.9,3.9
24/01/2024,15:00:00,CNR6348153,Success,584297,Auto,Area-3,Area-37,17.06,1.09,0,,0,,0,,1770.85,Wallet,40.6,4.4,3.7
16/01/2024,19:00:00,CNR7237428,Success,153090,Mini,Area-11,Area-28,15.85,29.44,0,,0,,0,,1989.96,Wallet,1.6,4.1,3.8
08/01/2024,8:00:00,CNR6931774,Success,111515,eBike,Area-28,Area-49,7.13,18.66,0,,0,,0,,476.24,Cash,17.4,4.4,4.4
25/01/2024,0:00:00,CNR2664639,Success,819291,Bike,Area-40,Area-43,6.17,15.28,0,,0,,0,,1438.09,UPI,24.21,4.8,4.8
30/01/2024,10:00:00,CNR3189784,Success,328301,Prime Plus,Area-42,Area-37,16.36,29.32,0,,0,,0,,1352.99,Cash,35.05,3.5,4.4
09/01/2024,10:00:00,CNR3589610,Cancelled by Driver,457207,Bike,Area-31,Area-7,,,0,,1,More than permitted people in there,0,,,,,,
20/01/2024,4:00:00,CNR3630396,Success,642315,Bike,Area-47,Area-32,6.88,3.27,0,,0,,0,,1831.99,Cash,25.13,4.1,3.6
03/01/2024,6:00:00,CNR6296170,Success,867806,Prime Sedan,Area-26,Area-2,4.65,19.92,0,,0,,0,,1878.65,UPI,34.59,4.9,3.5
14/01/2024,1:00:00,CNR8461163,Success,992267,Prime Sedan,Area-48,Area-36,9.97,22.82,0,,0,,0,,1433.98,Cash,16.18,3.8,3.6
06/01/2024,13:00:00,CNR9797244,Success,811465,Bike,Area-4,Area-7,2.84,12.83,0,,0,,0,,1448.06,UPI,29.36,4.7,4.1
12/01/2024,15:00:00,CNR5537841,Success,154869,Bike,Area-10,Area-30,7.32,13.46,0,,0,,0,,1765.47,UPI,24.76,4.6,4.8
19/01/2024,3:00:00,CNR4786532,Success,407224,Prime Sedan,Area-14,Area-2,11.07,8.13,0,,0,,0,,1018.43,Cash,37.55,3.5,3.7
05/01/2024,16:00:00,CNR9681847,Success,101857,Prime Sedan,Area-48,Area-31,19.3,13.98,0,,0,,0,,1984.87,Wallet,20.48,4.2,4.1
29/01/2024,21:00:00,CNR8163952,Success,466368,eBike,Area-7,Area-13,11.94,15.9,0,,0,,0,,1657.82,Cash,18.05,4.9,3.4
02/01/2024,22:00:00,CNR6010976,Cancelled by Driver,427870,Prime Plus,Area-23,Area-48,,,0,,1,Personal & Car related issues,0,,,,,,
10/01/2024,10:00:00,CNR5497174,Success,697294,Bike,Area-33,Area-45,14.48,23.97,0,,0,,0,,1016.47,Wallet,43.62,3.1,4
12/01/2024,6:00:00,CNR4841185,Success,342219,Bike,Area-26,Area-4,8.6,23.96,0,,0,,0,,764.19,Wallet,13.92,3.4,4.4
04/01/2024,20:00:00,CNR8335023,Success,431370,Prime SUV,Area-44,Area-45,10.97,8.7,0,,0,,0,,1231.76,Cash,24.55,3.9,4.2
25/01/2024,21:00:00,CNR0067878,Cancelled by Driver,311771,Mini,Area-28,Area-31,,,0,,1,More than permitted people in there,0,,,,,,
01/01/2024,19:00:00,CNR1013107,Success,993830,Auto,Area-12,Area-1,5.75,13.61,0,,0,,0,,93.35,Wallet,33.53,5,3.9
16/01/2024,1:00:00,CNR6053361,Success,197461,Bike,Area-45,Area-32,3.43,22.51,0,,0,,0,,480.99,Wallet,20.36,3.2,3.9
23/01/2024,7:00:00,CNR2811675,Success,969446,Prime SUV,Area-12,Area-42,18.8,18.46,0,,0,,0,,509.89,UPI,25.23,4.9,4.3
13/01/2024,1:00:00,CNR6205918,Success,797540,eBike,Area-28,Area-26,3.25,29.41,0,,0,,0,,1623.51,Card,32.13,4.8,4.6
18/01/2024,7:00:00,CNR2933556,Success,862332,Bike,Area-20,Area-21,17.43,2.2,0,,0,,0,,1606.51,Cash,38.8,4.4,3.7
07/01/2024,14:00:00,CNR6939449,Success,447140,Prime SUV,Area-46,Area-42,10.28,14.51,0,,0,,0,,1109.77,Cash,47.39,4.4,4.9
28/01/2024,19:00:00,CNR0191998,Success,393792,Mini,Area-46,Area-30,6.1,16.26,0,,0,,0,,1402.25,Card,43.11,3.6,4
11/01/2024,14:00:00,CNR7688891,Success,916661,Prime Sedan,Area-37,Area-27,13.09,29.79,0,,0,,0,,634.62,Card,15.35,3.8,3.7
13/01/2024,17:00:00,CNR7571631,Cancelled by Driver,846472,Bike,Area-11,Area-6,,,0,,1,Personal & Car related issues,0,,,,,,
14/01/2024,12:00:00,CNR8443552,Success,673770,Prime Sedan,Area-9,Area-30,18.56,24.76,0,,0,,0,,1171.92,UPI,49.31,3.6,3.5
10/01/2024,5:00:00,CNR9624716,Cancelled by Customer,644056,eBike,Area-34,Area-15,,,1,Driver asked to cancel,0,,0,,,,,,
09/01/2024,22:00:00,CNR6854585,Success,312163,Mini,Area-24,Area-34,6.34,18.59,0,,0,,0,,1949.32,Wallet,42.98,3.6,3.1
07/01/2024,17:00:00,CNR4894812,Success,333058,Mini,Area-12,Area-6,6.11,3.31,0,,0,,0,,194.73,UPI,41.19,4.3,4
16/01/2024,12:00:00,CNR0349614,Cancelled by Driver,919915,Prime SUV,Area-3,Area-39,,,0,,1,The customer was coughing/sick,0,,,,,,
08/01/2024,0:00:00,CNR7727639,Success,448405,Prime Plus,Area-14,Area-15,7.26,10.95,0,,0,,0,,1550.11,Card,26.68,3.9,4.8
28/01/2024,14:00:00,CNR1558200,Success,709910,Mini,Area-22,Area-7,19.43,25.03,0,,0,,0,,1355.45,Wallet,38.12,4.9,4.8
11/01/2024,7:00:00,CNR4783829,Success,712047,Bike,Area-28,Area-23,13.07,16.59,0,,0,,0,,1965.05,Wallet,44.55,4.3,4.7
22/01/2024,8:00:00,CNR4113666,Cancelled by Customer,318354,Mini,Area-1,Area-6,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
09/01/2024,9:00:00,CNR0718441,Cancelled by Driver,818805,Bike,Area-49,Area-6,,,0,,1,The customer was coughing/sick,0,,,,,,
07/01/2024,8:00:00,CNR0909735,Cancelled by Driver,537865,Mini,Area-49,Area-47,,,0,,1,More than permitted people in there,0,,,,,,
15/01/2024,20:00:00,CNR6520174,Success,772015,Bike,Area-8,Area-12,17.47,18.75,0,,0,,0,,258.35,Card,8.88,4.1,3.4
07/01/2024,0:00:00,CNR1670241,Cancelled by Driver,398795,Auto,Area-30,Area-32,,,0,,1,Customer related issue,0,,,,,,
03/01/2024,1:00:00,CNR6436560,Cancelled by Driver,559987,Prime SUV,Area-16,Area-48,,,0,,1,More than permitted people in there,0,,,,,,
28/01/2024,9:00:00,CNR4346379,Success,859144,Prime Plus,Area-1,Area-29,15.71,28.8,0,,0,,0,,1301.73,Card,23.22,3.7,3.8
12/01/2024,8:00:00,CNR4776831,Cancelled by Driver,800753,Prime Sedan,Area-27,Area-3,,,0,,1,Customer related issue,0,,,,,,
29/01/2024,9:00:00,CNR8852595,Success,333452,Mini,Area-4,Area-20,7.43,28.64,0,,0,,0,,901.84,Cash,3.99,4.3,3.6
28/01/2024,11:00:00,CNR6486651,Incomplete,881100,Prime Sedan,Area-36,Area-16,,,0,,0,,1,Other Issue,,,,,
04/01/2024,4:00:00,CNR1735222,Success,835323,eBike,Area-8,Area-34,16.38,2.22,0,,0,,0,,1304.75,Card,12.43,3.4,3.1
10/01/2024,7:00:00,CNR9840370,Success,596113,Mini,Area-42,Area-32,8.99,24.68,0,,0,,0,,127.55,UPI,35.49,4.8,4.6
15/01/2024,22:00:00,CNR9955579,Success,808244,Auto,Area-23,Area-13,7.57,2.71,0,,0,,0,,761.45,UPI,35.8,4.9,4.9
11/01/2024,6:00:00,CNR3428925,Success,565730,Prime Plus,Area-19,Area-23,7.61,6.11,0,,0,,0,,654.61,Card,22.2,3.3,4.7
13/01/2024,2:00:00,CNR7007861,Cancelled by Driver,851530,Prime SUV,Area-26,Area-19,,,0,,1,The customer was coughing/sick,0,,,,,,
30/01/2024,6:00:00,CNR4842404,Success,358331,Prime Plus,Area-24,Area-40,13.68,22.13,0,,0,,0,,444.4,Wallet,21.19,4.4,4.4
25/01/2024,3:00:00,CNR2686311,Success,693547,Bike,Area-29,Area-36,14.56,1.33,0,,0,,0,,1203.73,Wallet,10.33,3.5,4.5
30/01/2024,21:00:00,CNR1618710,Success,578769,Prime SUV,Area-35,Area-10,10.68,19.82,0,,0,,0,,1367.8,UPI,48.24,3.1,4.9
07/01/2024,0:00:00,CNR0994929,Success,595860,Prime Sedan,Area-15,Area-40,18.57,15.65,0,,0,,0,,1034.59,Card,37.71,4.5,4.7
08/01/2024,23:00:00,CNR8103128,Cancelled by Driver,363211,Prime Sedan,Area-50,Area-40,,,0,,1,Personal & Car related issues,0,,,,,,
21/01/2024,4:00:00,CNR6726928,Success,322030,Prime Plus,Area-17,Area-1,16.07,1.05,0,,0,,0,,1323.85,Cash,21.89,4.5,4.7
10/01/2024,1:00:00,CNR4942535,Success,947668,Bike,Area-18,Area-21,11.93,21.07,0,,0,,0,,534.66,UPI,42.09,4,4.5
15/01/2024,18:00:00,CNR0151987,Success,790185,Prime Sedan,Area-26,Area-43,8.85,25.18,0,,0,,0,,1685.85,Wallet,14.51,4.1,4.7
08/01/2024,2:00:00,CNR6806083,Cancelled by Driver,961224,Mini,Area-11,Area-29,,,0,,1,More than permitted people in there,0,,,,,,
03/01/2024,22:00:00,CNR4129417,Cancelled by Driver,532991,Prime SUV,Area-7,Area-36,,,0,,1,More than permitted people in there,0,,,,,,
27/01/2024,23:00:00,CNR1019147,Success,744424,eBike,Area-48,Area-19,13.43,28.68,0,,0,,0,,1055.74,Wallet,33.73,4.4,3.7
09/01/2024,3:00:00,CNR2028424,Cancelled by Driver,299174,Mini,Area-32,Area-13,,,0,,1,Personal & Car related issues,0,,,,,,
08/01/2024,12:00:00,CNR9471784,Success,735037,Prime SUV,Area-24,Area-36,9.77,29.15,0,,0,,0,,338.99,Cash,32.6,4.9,4.8
14/01/2024,10:00:00,CNR9677378,Success,821356,Mini,Area-31,Area-33,3.76,19.74,0,,0,,0,,1647.15,Cash,16.16,3.8,3.9
24/01/2024,14:00:00,CNR2078873,Incomplete,589997,Prime Sedan,Area-18,Area-5,,,0,,0,,1,Vehicle Breakdown,,,,,
01/01/2024,9:00:00,CNR8930014,Cancelled by Driver,794257,Bike,Area-5,Area-14,,,0,,1,More than permitted people in there,0,,,,,,
01/01/2024,16:00:00,CNR1895261,Success,989180,Auto,Area-13,Area-32,8.03,9.97,0,,0,,0,,1072.54,Wallet,18.9,4,4.5
14/01/2024,2:00:00,CNR2321912,Success,667333,Prime Plus,Area-22,Area-40,14.89,16.03,0,,0,,0,,68.8,UPI,44.56,3.8,4.3
17/01/2024,7:00:00,CNR6100615,Success,876989,Prime SUV,Area-48,Area-34,14.63,19.81,0,,0,,0,,367.66,UPI,25.35,3.2,4.5
01/01/2024,17:00:00,CNR1199484,Success,397445,eBike,Area-37,Area-38,4.12,10.67,0,,0,,0,,117.78,UPI,31.57,3.5,4.6
15/01/2024,11:00:00,CNR5835233,Success,105376,Auto,Area-9,Area-7,11.76,17.71,0,,0,,0,,513.46,Wallet,1.23,4.5,3.6
05/01/2024,13:00:00,CNR8916719,Incomplete,436033,eBike,Area-43,Area-11,,,0,,0,,1,Customer Demand,,,,,
08/01/2024,22:00:00,CNR4190888,Success,913982,Prime SUV,Area-40,Area-12,1.14,29.93,0,,0,,0,,232.24,Wallet,35.36,3.7,4.4
15/01/2024,2:00:00,CNR6165738,Success,246302,Mini,Area-9,Area-43,12.14,25.6,0,,0,,0,,1188.88,UPI,15.9,4,3.8
05/01/2024,20:00:00,CNR8596639,Success,997824,Bike,Area-15,Area-18,17.14,27.68,0,,0,,0,,773.97,Wallet,36.73,3.8,3.5
25/01/2024,21:00:00,CNR4288802,Success,742797,Prime Sedan,Area-6,Area-34,1.12,24.84,0,,0,,0,,730.42,Card,35.78,4.7,3.9
27/01/2024,10:00:00,CNR9207458,Success,988975,Auto,Area-28,Area-37,15.34,25.68,0,,0,,0,,164.65,UPI,22.7,4.3,3.6
11/01/2024,6:00:00,CNR6901261,Success,304884,Mini,Area-39,Area-8,2.64,29.65,0,,0,,0,,165.32,Wallet,49.51,4,3.3
06/01/2024,13:00:00,CNR1377445,Cancelled by Driver,699070,Mini,Area-41,Area-37,,,0,,1,The customer was coughing/sick,0,,,,,,
24/01/2024,2:00:00,CNR1888272,Incomplete,787243,Prime Sedan,Area-6,Area-48,,,0,,0,,1,Other Issue,,,,,
23/01/2024,4:00:00,CNR8266680,Success,552386,Prime Sedan,Area-3,Area-21,1.51,20.41,0,,0,,0,,1481.3,Card,17.07,4.7,3.2
04/01/2024,1:00:00,CNR0299940,Success,227479,Bike,Area-10,Area-2,9.58,16.28,0,,0,,0,,351.84,Wallet,17.34,4.7,5
28/01/2024,13:00:00,CNR0039455,Success,997951,Auto,Area-40,Area-13,13.3,14.57,0,,0,,0,,923.08,Card,30.86,3,4
15/01/2024,2:00:00,CNR4977468,Cancelled by Customer,612227,Prime Plus,Area-24,Area-42,,,1,Change of plans,0,,0,,,,,,
18/01/2024,21:00:00,CNR5735938,Success,348987,Auto,Area-43,Area-41,4.07,13.91,0,,0,,0,,1213.45,UPI,6.82,4.9,4
05/01/2024,7:00:00,CNR1993380,Success,870840,Auto,Area-12,Area-8,3.26,28.04,0,,0,,0,,197.15,Card,14.24,3.6,4.1
29/01/2024,5:00:00,CNR4010085,Success,259446,Prime Sedan,Area-14,Area-19,13.58,11.48,0,,0,,0,,635.91,UPI,34.45,3.6,4.1
08/01/2024,19:00:00,CNR6421044,Success,789861,Prime Sedan,Area-28,Area-28,3.36,9.87,0,,0,,0,,1350.07,Cash,41.93,5,4.2
30/01/2024,7:00:00,CNR5057739,Success,743943,Prime Sedan,Area-35,Area-27,15.85,19.48,0,,0,,0,,206.63,UPI,41.79,3.5,3.5
26/01/2024,23:00:00,CNR7892004,Success,311014,Bike,Area-21,Area-41,10.12,14.43,0,,0,,0,,1253.98,Card,29.19,4.4,3.6
08/01/2024,22:00:00,CNR3395932,Success,914951,Auto,Area-29,Area-36,4.71,22.31,0,,0,,0,,1050.88,Cash,12.55,4.8,3
15/01/2024,2:00:00,CNR0886249,Cancelled by Driver,847570,eBike,Area-34,Area-17,,,0,,1,Customer related issue,0,,,,,,
28/01/2024,23:00:00,CNR2340522,Success,757089,eBike,Area-14,Area-15,14.82,14.35,0,,0,,0,,1891.76,UPI,35.71,4.8,4.2
22/01/2024,22:00:00,CNR1676663,Cancelled by Customer,885927,Mini,Area-34,Area-31,,,1,Wrong Address,0,,0,,,,,,
21/01/2024,2:00:00,CNR9708811,Incomplete,326051,Bike,Area-49,Area-49,,,0,,0,,1,Other Issue,,,,,
05/01/2024,16:00:00,CNR7535264,Success,189695,Prime Sedan,Area-3,Area-45,19.78,27.72,0,,0,,0,,980.97,UPI,38.41,4.1,4.9
12/01/2024,15:00:00,CNR8170314,Cancelled by Driver,284132,eBike,Area-32,Area-40,,,0,,1,More than permitted people in there,0,,,,,,
25/01/2024,13:00:00,CNR4509980,Success,960981,Bike,Area-1,Area-35,1.37,4.16,0,,0,,0,,1781.29,UPI,20.46,4.6,3.3
04/01/2024,4:00:00,CNR4099710,Success,771076,Prime Sedan,Area-8,Area-33,8.68,22.14,0,,0,,0,,1365.41,Cash,39.31,4.7,3.8
11/01/2024,15:00:00,CNR1619654,Cancelled by Customer,246232,Prime SUV,Area-14,Area-39,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
09/01/2024,11:00:00,CNR8251112,Success,466279,Prime SUV,Area-25,Area-7,13.86,21.94,0,,0,,0,,1697.99,UPI,39.28,4.9,3.2
20/01/2024,19:00:00,CNR6545510,Cancelled by Customer,779372,Bike,Area-19,Area-14,,,1,Change of plans,0,,0,,,,,,
12/01/2024,12:00:00,CNR7380642,Cancelled by Driver,419216,eBike,Area-35,Area-3,,,0,,1,Personal & Car related issues,0,,,,,,
18/01/2024,6:00:00,CNR5493323,Success,695739,Bike,Area-29,Area-18,18.24,13.28,0,,0,,0,,183.03,Card,40.93,4.4,4.8
24/01/2024,18:00:00,CNR1898410,Success,463069,Prime Plus,Area-3,Area-44,13.39,18.74,0,,0,,0,,1273.41,UPI,19.73,3.7,3.8
26/01/2024,23:00:00,CNR9184868,Success,390347,Prime SUV,Area-6,Area-30,3.99,10.66,0,,0,,0,,1055.63,UPI,36.21,3.9,5
08/01/2024,17:00:00,CNR0335463,Success,335425,Prime Sedan,Area-34,Area-4,19.97,13,0,,0,,0,,1054.14,Cash,8,3.5,3.3
11/01/2024,8:00:00,CNR6749310,Success,546609,Mini,Area-2,Area-49,2.94,21.26,0,,0,,0,,1076.53,Cash,39.03,4.5,4
06/01/2024,19:00:00,CNR9058218,Success,899006,Prime Plus,Area-36,Area-47,7.75,28.13,0,,0,,0,,84.71,Card,4.75,4.7,4.6
22/01/2024,4:00:00,CNR0997588,Cancelled by Driver,558171,Auto,Area-18,Area-31,,,0,,1,The customer was coughing/sick,0,,,,,,
28/01/2024,22:00:00,CNR0590184,Success,400675,Auto,Area-26,Area-25,4.98,1.29,0,,0,,0,,926.19,Cash,27.37,3,4.1
05/01/2024,2:00:00,CNR3936408,Cancelled by Customer,336803,Prime Plus,Area-14,Area-49,,,1,Driver asked to cancel,0,,0,,,,,,
21/01/2024,1:00:00,CNR8280306,Success,757960,Prime Sedan,Area-13,Area-43,15.84,16.77,0,,0,,0,,1106.42,UPI,6.37,4.9,3.5
09/01/2024,18:00:00,CNR7097828,Success,182729,eBike,Area-25,Area-4,7.33,5.23,0,,0,,0,,1239.72,Wallet,47.89,4.2,3.7
05/01/2024,7:00:00,CNR8138625,Success,103379,Mini,Area-45,Area-37,6.21,5.11,0,,0,,0,,777.24,UPI,12.66,3.7,4.4
03/01/2024,23:00:00,CNR5414824,Success,454551,Auto,Area-12,Area-24,18.96,18.72,0,,0,,0,,1413.23,UPI,46.14,3.8,3.9
01/01/2024,3:00:00,CNR1490401,Success,291022,Mini,Area-25,Area-22,2.69,12.85,0,,0,,0,,231.39,Card,4.6,4.4,4
13/01/2024,11:00:00,CNR8212510,Success,553833,Mini,Area-18,Area-20,18.84,11.56,0,,0,,0,,1096.04,Card,31.63,4.8,4.2
16/01/2024,13:00:00,CNR0196289,Success,190897,Auto,Area-19,Area-20,18.57,8.62,0,,0,,0,,1831.63,Cash,34.22,4.8,3.5
08/01/2024,6:00:00,CNR1286440,Success,178371,Bike,Area-2,Area-15,10.6,6.51,0,,0,,0,,104.46,UPI,23.92,4.4,3
13/01/2024,15:00:00,CNR3950257,Incomplete,110539,Prime Sedan,Area-48,Area-11,,,0,,0,,1,Customer Demand,,,,,
15/01/2024,9:00:00,CNR5647999,Success,688397,Bike,Area-17,Area-27,18.98,11.53,0,,0,,0,,1141.83,UPI,32.73,4,4.4
26/01/2024,0:00:00,CNR1921774,Success,264743,Mini,Area-26,Area-21,2.56,29.77,0,,0,,0,,78.22,Cash,30.59,3,3.1
13/01/2024,16:00:00,CNR9145967,Cancelled by Driver,339504,Bike,Area-32,Area-28,,,0,,1,Personal & Car related issues,0,,,,,,
02/01/2024,15:00:00,CNR4446111,Success,690795,Prime SUV,Area-12,Area-45,11.93,26.68,0,,0,,0,,558.22,Card,38.88,3.3,3.2
29/01/2024,19:00:00,CNR0519877,Success,612291,Bike,Area-12,Area-37,10.56,17.75,0,,0,,0,,1136.96,Cash,26.14,3.6,3.4
13/01/2024,20:00:00,CNR5935874,Success,572487,Prime Sedan,Area-6,Area-32,18.12,7.33,0,,0,,0,,937.76,Wallet,30.24,3.5,4.9
24/01/2024,13:00:00,CNR0229952,Incomplete,924888,Bike,Area-14,Area-22,,,0,,0,,1,Customer Demand,,,,,
20/01/2024,12:00:00,CNR1739428,Success,297042,Prime Sedan,Area-40,Area-35,9.08,18.8,0,,0,,0,,538.97,Cash,29.42,3.2,4.3
16/01/2024,0:00:00,CNR7033084,Cancelled by Driver,844993,Prime SUV,Area-1,Area-38,,,0,,1,Personal & Car related issues,0,,,,,,
02/01/2024,2:00:00,CNR7124789,Success,733623,Bike,Area-2,Area-33,15.15,1.3,0,,0,,0,,695.82,Cash,18.9,3.1,4.6
04/01/2024,13:00:00,CNR1139349,Success,813509,Prime Sedan,Area-28,Area-12,14.08,2.75,0,,0,,0,,1590.42,Cash,36.41,3.2,3.2
15/01/2024,8:00:00,CNR5524349,Success,634184,Auto,Area-23,Area-17,14.79,12.49,0,,0,,0,,1240.56,UPI,11.95,4.8,4.6
21/01/2024,15:00:00,CNR0361010,Success,263822,Auto,Area-36,Area-25,4.19,11.34,0,,0,,0,,992.31,Card,7.1,4.2,4.1
20/01/2024,13:00:00,CNR3403695,Success,657898,eBike,Area-9,Area-13,14.77,3.87,0,,0,,0,,585.91,Cash,44.14,4.1,4.5
02/01/2024,3:00:00,CNR8619935,Success,185495,Bike,Area-30,Area-3,19.24,10.15,0,,0,,0,,74.64,Cash,24.76,4.6,3
15/01/2024,12:00:00,CNR4003468,Success,604968,Prime SUV,Area-44,Area-27,4.16,20.15,0,,0,,0,,64.42,Cash,49.93,4.8,4.6
09/01/2024,23:00:00,CNR7899567,Cancelled by Driver,205209,Bike,Area-18,Area-20,,,0,,1,Personal & Car related issues,0,,,,,,
19/01/2024,18:00:00,CNR9564880,Success,922005,Mini,Area-23,Area-15,17.72,20.7,0,,0,,0,,798.83,Cash,48.24,3.3,4.5
29/01/2024,23:00:00,CNR6752494,Success,250808,Auto,Area-15,Area-10,16.14,2.06,0,,0,,0,,880.73,Wallet,39.93,3.7,3.5
18/01/2024,7:00:00,CNR6285229,Cancelled by Customer,747775,Prime SUV,Area-21,Area-42,,,1,Wrong Address,0,,0,,,,,,
